"suite","experiment","replicate","time","resp"
"Face","1","1",1.84125,4.089006641
"Face","1","1",2.84125,3.937349067
"Face","1","1",3.84125,3.703206422
"Face","1","1",4.84125,3.877221784
"Face","1","1",5.84125,4.031489018
"Face","1","1",6.84125,4.506816486
"Face","1","1",7.84125,4.701592007
"Face","1","1",8.84125,5.276482954
"Face","1","1",9.84125,5.85335592
"Face","1","1",10.84125,6.568751073
"Face","1","1",11.84125,7.685769573
"Face","1","1",12.84125,8.972010549
"Face","1","1",13.84125,10.56154265
"Face","1","1",14.84125,12.59173789
"Face","1","1",15.84125,14.947549
"Face","1","1",16.84125,18.87871176
"Face","1","1",17.84125,23.29620821
"Face","1","1",18.84125,29.84096483
"Face","1","1",19.84125,35.66547635
"Face","1","1",20.84125,46.60096914
"Face","1","1",21.84125,56.4987813
"Face","1","1",22.84125,71.85945236
"Face","1","1",23.84125,83.34786871
"Face","1","1",24.84125,98.57824598
"Face","1","1",25.84125,115.3933565
"Face","1","1",26.84125,136.0742651
"Face","1","1",27.84125,145.058378
"Face","1","1",28.84125,135.3735519
"Face","1","1",29.84125,85.57750322
"Face","1","1",30.84125,48.0297534
"Face","1","1",31.84125,31.59096849
"Face","1","1",32.84125,25.39121851
"Face","1","1",33.84125,23.59461636
"Face","1","1",34.84125,23.06500256
"Face","1","1",35.84125,21.87689861
"Face","1","1",36.84125,20.90523125
"Face","1","1",37.84125,20.04713366
"Face","1","1",38.84125,18.82859068
"Face","1","2",1.832916667,4.15316103
"Face","1","2",2.832916667,4.196405105
"Face","1","2",3.832916667,3.719119641
"Face","1","2",4.832916667,3.895198106
"Face","1","2",5.832916667,4.032750303
"Face","1","2",6.832916667,4.344693245
"Face","1","2",7.832916667,4.495221668
"Face","1","2",8.832916667,4.927554315
"Face","1","2",9.832916667,5.436020559
"Face","1","2",10.83291667,6.136064065
"Face","1","2",11.83291667,7.087298593
"Face","1","2",12.83291667,7.895707548
"Face","1","2",13.83291667,9.50989778
"Face","1","2",14.83291667,10.80986274
"Face","1","2",15.83291667,13.42776599
"Face","1","2",16.83291667,16.39639972
"Face","1","2",17.83291667,20.02045146
"Face","1","2",18.83291667,24.99485953
"Face","1","2",19.83291667,30.25145321
"Face","1","2",20.83291667,38.19952213
"Face","1","2",21.83291667,48.46796004
"Face","1","2",22.83291667,60.46238012
"Face","1","2",23.83291667,72.12120815
"Face","1","2",24.83291667,85.87422065
"Face","1","2",25.83291667,100.5216498
"Face","1","2",26.83291667,121.5389883
"Face","1","2",27.83291667,141.478258
"Face","1","2",28.83291667,150.4208235
"Face","1","2",29.83291667,139.7186055
"Face","1","2",30.83291667,74.73138453
"Face","1","2",31.83291667,45.63842208
"Face","1","2",32.83291667,33.08400924
"Face","1","2",33.83291667,28.69573558
"Face","1","2",34.83291667,26.3373178
"Face","1","2",35.83291667,26.22386817
"Face","1","2",36.83291667,24.28425126
"Face","1","2",37.83291667,22.64998556
"Face","1","2",38.83291667,21.26752351
"Face","2","1",1.924583333,4.888406414
"Face","2","1",2.924583333,4.480428591
"Face","2","1",3.924583333,4.488671993
"Face","2","1",4.924583333,4.687009144
"Face","2","1",5.924583333,4.765106743
"Face","2","1",6.924583333,5.221806226
"Face","2","1",7.924583333,5.846617052
"Face","2","1",8.924583333,6.308010318
"Face","2","1",9.924583333,6.924775945
"Face","2","1",10.92458333,8.033659153
"Face","2","1",11.92458333,9.286713304
"Face","2","1",12.92458333,10.95054413
"Face","2","1",13.92458333,13.09019793
"Face","2","1",14.92458333,15.86034435
"Face","2","1",15.92458333,19.45303213
"Face","2","1",16.92458333,24.25468913
"Face","2","1",17.92458333,31.76074653
"Face","2","1",18.92458333,40.95641003
"Face","2","1",19.92458333,52.2306601
"Face","2","1",20.92458333,65.63416436
"Face","2","1",21.92458333,82.87486862
"Face","2","1",22.92458333,100.5408063
"Face","2","1",23.92458333,113.1999569
"Face","2","1",24.92458333,127.1022665
"Face","2","1",25.92458333,143.787843
"Face","2","1",26.92458333,133.1632391
"Face","2","1",27.92458333,69.3321905
"Face","2","1",28.92458333,30.22341964
"Face","2","1",29.92458333,23.57749591
"Face","2","1",30.92458333,22.18058914
"Face","2","1",31.92458333,21.03240487
"Face","2","1",32.92458333,19.71463777
"Face","2","1",33.92458333,18.67154561
"Face","2","1",34.92458333,17.21676386
"Face","2","1",35.92458333,16.31427201
"Face","2","1",36.92458333,15.69901091
"Face","2","1",37.92458333,14.76164452
"Face","2","1",38.92458333,18.24563651
"Face","2","2",1.932916667,5.47451079
"Face","2","2",2.932916667,4.669444241
"Face","2","2",3.932916667,4.821660385
"Face","2","2",4.932916667,5.116224614
"Face","2","2",5.932916667,5.073097657
"Face","2","2",6.932916667,5.397212005
"Face","2","2",7.932916667,6.294304349
"Face","2","2",8.932916667,6.389531407
"Face","2","2",9.932916667,7.245073402
"Face","2","2",10.93291667,8.211185092
"Face","2","2",11.93291667,9.724973993
"Face","2","2",12.93291667,11.22713504
"Face","2","2",13.93291667,13.09689476
"Face","2","2",14.93291667,16.15706778
"Face","2","2",15.93291667,20.39514336
"Face","2","2",16.93291667,25.3965069
"Face","2","2",17.93291667,32.29136635
"Face","2","2",18.93291667,42.24979529
"Face","2","2",19.93291667,53.41457778
"Face","2","2",20.93291667,70.22445993
"Face","2","2",21.93291667,87.71231909
"Face","2","2",22.93291667,107.7572815
"Face","2","2",23.93291667,121.3874658
"Face","2","2",24.93291667,132.8637168
"Face","2","2",25.93291667,157.1833591
"Face","2","2",26.93291667,166.6171173
"Face","2","2",27.93291667,100.6114022
"Face","2","2",28.93291667,44.09787591
"Face","2","2",29.93291667,29.7022024
"Face","2","2",30.93291667,26.53034254
"Face","2","2",31.93291667,25.15419593
"Face","2","2",32.93291667,23.56105415
"Face","2","2",33.93291667,23.16714867
"Face","2","2",34.93291667,21.5470364
"Face","2","2",35.93291667,20.36745514
"Face","2","2",36.93291667,19.19275985
"Face","2","2",37.93291667,18.26692221
"Face","2","2",38.93291667,18.24563651
"Face","3","1",1.89125,3.625649373
"Face","3","1",2.89125,3.187304599
"Face","3","1",3.89125,2.918419543
"Face","3","1",4.89125,3.344953279
"Face","3","1",5.89125,3.181808998
"Face","3","1",6.89125,3.533725682
"Face","3","1",7.89125,3.789337209
"Face","3","1",8.89125,3.891822665
"Face","3","1",9.89125,4.195771459
"Face","3","1",10.89125,4.53296714
"Face","3","1",11.89125,5.272624021
"Face","3","1",12.89125,5.851887424
"Face","3","1",13.89125,6.835221668
"Face","3","1",14.89125,8.095981674
"Face","3","1",15.89125,9.514183148
"Face","3","1",16.89125,11.23805417
"Face","3","1",17.89125,13.91179933
"Face","3","1",18.89125,17.16524635
"Face","3","1",19.89125,21.01278588
"Face","3","1",20.89125,26.47288798
"Face","3","1",21.89125,33.51572025
"Face","3","1",22.89125,44.80491655
"Face","3","1",23.89125,55.85941463
"Face","3","1",24.89125,70.56640345
"Face","3","1",25.89125,85.70652373
"Face","3","1",26.89125,101.1450221
"Face","3","1",27.89125,113.7727487
"Face","3","1",28.89125,129.9433543
"Face","3","1",29.89125,141.5740256
"Face","3","1",30.89125,142.7597992
"Face","3","1",31.89125,74.75356513
"Face","3","1",32.89125,37.72131172
"Face","3","1",33.89125,30.88599996
"Face","3","1",34.89125,29.56222673
"Face","3","1",35.89125,28.99384342
"Face","3","1",36.89125,28.15876728
"Face","3","1",37.89125,26.96355809
"Face","3","1",38.89125,27.92219516
"Face","3","2",1.899583333,3.474847672
"Face","3","2",2.899583333,3.032490808
"Face","3","2",3.899583333,2.929350684
"Face","3","2",4.899583333,3.016995014
"Face","3","2",5.899583333,2.995342946
"Face","3","2",6.899583333,3.116171097
"Face","3","2",7.899583333,3.57187056
"Face","3","2",8.899583333,3.58935438
"Face","3","2",9.899583333,3.702149345
"Face","3","2",10.89958333,4.225555817
"Face","3","2",11.89958333,4.931269101
"Face","3","2",12.89958333,5.247182089
"Face","3","2",13.89958333,6.115228829
"Face","3","2",14.89958333,7.31444711
"Face","3","2",15.89958333,8.507971586
"Face","3","2",16.89958333,10.14585297
"Face","3","2",17.89958333,12.51624094
"Face","3","2",18.89958333,15.35278803
"Face","3","2",19.89958333,18.2769254
"Face","3","2",20.89958333,22.91665736
"Face","3","2",21.89958333,28.99477737
"Face","3","2",22.89958333,37.01456238
"Face","3","2",23.89958333,47.15961353
"Face","3","2",24.89958333,60.63069267
"Face","3","2",25.89958333,75.13238924
"Face","3","2",26.89958333,89.32764749
"Face","3","2",27.89958333,102.5919449
"Face","3","2",28.89958333,117.4105484
"Face","3","2",29.89958333,134.8216524
"Face","3","2",30.89958333,150.3783452
"Face","3","2",31.89958333,129.5448541
"Face","3","2",32.89958333,75.47681629
"Face","3","2",33.89958333,49.98674002
"Face","3","2",34.89958333,38.59416636
"Face","3","2",35.89958333,34.44196031
"Face","3","2",36.89958333,32.48062525
"Face","3","2",37.89958333,31.60750634
"Face","3","2",38.89958333,30.19665936
"Face","4","1",1,4.033555123
"Face","4","1",2,3.472499278
"Face","4","1",3,3.354388896
"Face","4","1",4,3.482589562
"Face","4","1",5,3.787850694
"Face","4","1",6,3.623673359
"Face","4","1",7,3.872723199
"Face","4","1",8,3.978004505
"Face","4","1",9,4.618635455
"Face","4","1",10,4.922626292
"Face","4","1",11,5.676238397
"Face","4","1",12,6.39952259
"Face","4","1",13,7.517189751
"Face","4","1",14,8.991389301
"Face","4","1",15,10.28596377
"Face","4","1",16,12.6708295
"Face","4","1",17,15.76009918
"Face","4","1",18,19.26847903
"Face","4","1",19,24.62393347
"Face","4","1",20,31.18306274
"Face","4","1",21,40.89092529
"Face","4","1",22,51.2623802
"Face","4","1",23,66.24884286
"Face","4","1",24,85.07370974
"Face","4","1",25,105.1441201
"Face","4","1",26,122.3089611
"Face","4","1",27,137.8949067
"Face","4","1",28,140.450079
"Face","4","1",29,97.77892129
"Face","4","1",30,66.32751404
"Face","4","1",31,46.23508822
"Face","4","1",32,34.38031347
"Face","4","1",33,29.46833904
"Face","4","1",34,26.11018731
"Face","4","1",35,24.28846755
"Face","4","1",36,23.2497929
"Face","4","1",37,21.49472308
"Face","4","1",38,20.1949323
"Face","4","2",1.02,3.97
"Face","4","2",2.02,3.89
"Face","4","2",3.02,3.9
"Face","4","2",4.02,4.07
"Face","4","2",5.02,4.22
"Face","4","2",6.02,4.23
"Face","4","2",7.02,4.64
"Face","4","2",8.02,4.83
"Face","4","2",9.02,5.38
"Face","4","2",10.02,6.29
"Face","4","2",11.02,7.55
"Face","4","2",12.02,7.98
"Face","4","2",13.02,9.29
"Face","4","2",14.02,10.22
"Face","4","2",15.02,13.37
"Face","4","2",16.02,16.43
"Face","4","2",17.02,20.74
"Face","4","2",18.02,25.7
"Face","4","2",19.02,33.98
"Face","4","2",20.02,44.7
"Face","4","2",21.02,57.96
"Face","4","2",22.02,75.69
"Face","4","2",23.02,97.85
"Face","4","2",24.02,123.61
"Face","4","2",25.02,145.47
"Face","4","2",26.02,162.78
"Face","4","2",27.02,157.3
"Face","4","2",28.02,105.23
"Face","4","2",29.02,56.78
"Face","4","2",30.02,37.65
"Face","4","2",31.02,31.64
"Face","4","2",32.02,27.91
"Face","4","2",33.02,25.89
"Face","4","2",34.02,24.92
"Face","4","2",35.02,24.15
"Face","4","2",36.02,21.63
"Face","4","2",37.02,20.99
"Face","4","2",38.02,19.48
"Face","5","1",1.874583333,4.372657747
"Face","5","1",2.874583333,3.983193794
"Face","5","1",3.874583333,3.964977227
"Face","5","1",4.874583333,4.246448111
"Face","5","1",5.874583333,4.451112711
"Face","5","1",6.874583333,4.968672224
"Face","5","1",7.874583333,5.375562939
"Face","5","1",8.874583333,5.809120835
"Face","5","1",9.874583333,6.634422007
"Face","5","1",10.87458333,7.559160529
"Face","5","1",11.87458333,9.039234065
"Face","5","1",12.87458333,10.18751143
"Face","5","1",13.87458333,12.25410977
"Face","5","1",14.87458333,14.91760849
"Face","5","1",15.87458333,18.49423589
"Face","5","1",16.87458333,22.55257828
"Face","5","1",17.87458333,28.99595757
"Face","5","1",18.87458333,35.81389362
"Face","5","1",19.87458333,45.42743003
"Face","5","1",20.87458333,57.42260088
"Face","5","1",21.87458333,72.66390329
"Face","5","1",22.87458333,90.95266976
"Face","5","1",23.87458333,106.5947006
"Face","5","1",24.87458333,125.1353638
"Face","5","1",25.87458333,146.096482
"Face","5","1",26.87458333,158.9602612
"Face","5","1",27.87458333,128.5262159
"Face","5","1",28.87458333,68.66396443
"Face","5","1",29.87458333,42.02706728
"Face","5","1",30.87458333,32.99119364
"Face","5","1",31.87458333,29.58520916
"Face","5","1",32.87458333,26.0125548
"Face","5","1",33.87458333,25.69037442
"Face","5","1",34.87458333,23.93595626
"Face","5","1",35.87458333,23.1726683
"Face","5","1",36.87458333,21.54560995
"Face","5","1",37.87458333,19.90662945
"Face","5","1",38.87458333,18.56734541
"Face","5","2",1.882888889,3.878453039
"Face","5","2",2.882888889,3.613366855
"Face","5","2",3.882888889,3.637799757
"Face","5","2",4.882888889,4.196981693
"Face","5","2",5.882888889,4.164845939
"Face","5","2",6.882888889,4.745604866
"Face","5","2",7.882888889,5.074782374
"Face","5","2",8.882888889,5.401665544
"Face","5","2",9.882888889,6.163992531
"Face","5","2",10.88288889,7.208306928
"Face","5","2",11.88288889,8.557720292
"Face","5","2",12.88288889,9.86913893
"Face","5","2",13.88288889,11.82789435
"Face","5","2",14.88288889,13.96262614
"Face","5","2",15.88288889,17.24638605
"Face","5","2",16.88288889,21.06064866
"Face","5","2",17.88288889,26.67340536
"Face","5","2",18.88288889,34.05925024
"Face","5","2",19.88288889,42.02954781
"Face","5","2",20.88288889,54.83964726
"Face","5","2",21.88288889,71.01792265
"Face","5","2",22.88288889,87.4612572
"Face","5","2",23.88288889,107.3585952
"Face","5","2",24.88288889,120.2846398
"Face","5","2",25.88288889,138.6317618
"Face","5","2",26.88288889,161.5148209
"Face","5","2",27.88288889,143.9175692
"Face","5","2",28.88288889,76.47174235
"Face","5","2",29.88288889,49.69765338
"Face","5","2",30.88288889,38.09666129
"Face","5","2",31.88288889,30.8201008
"Face","5","2",32.88288889,27.17160714
"Face","5","2",33.88288889,24.46036275
"Face","5","2",34.88288889,22.54981547
"Face","5","2",35.88288889,21.35126687
"Face","5","2",36.88288889,20.09287628
"Face","5","2",37.88288889,19.11247002
"Face","5","2",38.88288889,18.24563651
"Face","6","1",0.957888889,4.688720889
"Face","6","1",1.957888889,4.47768079
"Face","6","1",2.957888889,4.350399061
"Face","6","1",3.957888889,4.563457216
"Face","6","1",4.957888889,4.816759389
"Face","6","1",5.957888889,5.009609949
"Face","6","1",6.957888889,5.232148767
"Face","6","1",7.957888889,5.516274357
"Face","6","1",8.957888889,6.328040734
"Face","6","1",9.957888889,7.182840973
"Face","6","1",10.95788889,8.215221206
"Face","6","1",11.95788889,9.765088879
"Face","6","1",12.95788889,11.51140778
"Face","6","1",13.95788889,14.18136608
"Face","6","1",14.95788889,17.54145479
"Face","6","1",15.95788889,21.89973689
"Face","6","1",16.95788889,28.25918663
"Face","6","1",17.95788889,37.62804266
"Face","6","1",18.95788889,49.9177417
"Face","6","1",19.95788889,66.89991846
"Face","6","1",20.95788889,87.89444873
"Face","6","1",21.95788889,112.028643
"Face","6","1",22.95788889,140.8244526
"Face","6","1",23.95788889,163.2548333
"Face","6","1",24.95788889,184.2027711
"Face","6","1",25.95788889,169.7587333
"Face","6","1",26.95788889,72.43977285
"Face","6","1",27.95788889,35.21801128
"Face","6","1",28.95788889,28.38478064
"Face","6","1",29.95788889,26.83985601
"Face","6","1",30.95788889,25.76467615
"Face","6","1",31.95788889,23.07890673
"Face","6","1",32.95788889,22.06450883
"Face","6","1",33.95788889,21.00040426
"Face","6","1",34.95788889,20.12555859
"Face","6","1",35.95788889,18.6801674
"Face","6","1",36.95788889,17.28300237
"Face","6","1",37.95788889,16.59923845
"Face","6","2",0.966222222,4.831504418
"Face","6","2",1.966222222,4.479269409
"Face","6","2",2.966222222,4.075706085
"Face","6","2",3.966222222,4.241556125
"Face","6","2",4.966222222,4.830267157
"Face","6","2",5.966222222,4.797299555
"Face","6","2",6.966222222,5.196856796
"Face","6","2",7.966222222,5.442266926
"Face","6","2",8.966222222,6.347089149
"Face","6","2",9.966222222,6.92097407
"Face","6","2",10.96622222,8.099044796
"Face","6","2",11.96622222,9.421550734
"Face","6","2",12.96622222,11.51908661
"Face","6","2",13.96622222,13.91280536
"Face","6","2",14.96622222,16.81672012
"Face","6","2",15.96622222,21.41166443
"Face","6","2",16.96622222,27.62731861
"Face","6","2",17.96622222,36.73343985
"Face","6","2",18.96622222,48.76075847
"Face","6","2",19.96622222,64.90125536
"Face","6","2",20.96622222,86.32701315
"Face","6","2",21.96622222,108.1896142
"Face","6","2",22.96622222,136.4836423
"Face","6","2",23.96622222,158.7662545
"Face","6","2",24.96622222,180.2313613
"Face","6","2",25.96622222,163.2163611
"Face","6","2",26.96622222,67.122193
"Face","6","2",27.96622222,34.56288756
"Face","6","2",28.96622222,28.03132339
"Face","6","2",29.96622222,26.70321674
"Face","6","2",30.96622222,25.92859823
"Face","6","2",31.96622222,23.79613375
"Face","6","2",32.96622222,22.64421969
"Face","6","2",33.96622222,20.50698935
"Face","6","2",34.96622222,19.85310289
"Face","6","2",35.96622222,18.49871045
"Face","6","2",36.96622222,17.25606792
"Face","6","2",37.96622222,17.05131923
"Face","7","1",1.84125,3.805478661
"Face","7","1",2.84125,3.376425357
"Face","7","1",3.84125,3.266954781
"Face","7","1",4.84125,3.545816005
"Face","7","1",5.84125,3.724852484
"Face","7","1",6.84125,3.82764125
"Face","7","1",7.84125,4.032591141
"Face","7","1",8.84125,4.092496198
"Face","7","1",9.84125,4.414238127
"Face","7","1",10.84125,4.96985543
"Face","7","1",11.84125,5.572323484
"Face","7","1",12.84125,6.309505842
"Face","7","1",13.84125,7.353420833
"Face","7","1",14.84125,8.395431882
"Face","7","1",15.84125,9.681231409
"Face","7","1",16.84125,11.35367201
"Face","7","1",17.84125,13.53198421
"Face","7","1",18.84125,16.79187279
"Face","7","1",19.84125,19.76038039
"Face","7","1",20.84125,24.37024691
"Face","7","1",21.84125,30.45002761
"Face","7","1",22.84125,38.60229565
"Face","7","1",23.84125,46.42156028
"Face","7","1",24.84125,58.62713458
"Face","7","1",25.84125,71.1460122
"Face","7","1",26.84125,85.19448084
"Face","7","1",27.84125,96.71756752
"Face","7","1",28.84125,110.0091147
"Face","7","1",29.84125,123.3526718
"Face","7","1",30.84125,127.1485587
"Face","7","1",31.84125,115.4591595
"Face","7","1",32.84125,81.25292448
"Face","7","1",33.84125,59.07780392
"Face","7","1",34.84125,45.83179518
"Face","7","1",35.84125,39.49690446
"Face","7","1",36.84125,34.6581927
"Face","7","1",37.84125,31.48736289
"Face","7","1",38.84125,30.63098604
"Face","7","2",1.86625,3.714858298
"Face","7","2",2.86625,3.345890234
"Face","7","2",3.86625,3.012886827
"Face","7","2",4.86625,3.169142087
"Face","7","2",5.86625,3.271846767
"Face","7","2",6.86625,3.594771902
"Face","7","2",7.86625,3.866479835
"Face","7","2",8.86625,3.974400832
"Face","7","2",9.86625,4.390399831
"Face","7","2",10.86625,4.804074461
"Face","7","2",11.86625,5.533223632
"Face","7","2",12.86625,6.244627717
"Face","7","2",13.86625,7.036666988
"Face","7","2",14.86625,8.106723622
"Face","7","2",15.86625,9.628413575
"Face","7","2",16.86625,11.20805359
"Face","7","2",17.86625,13.66072243
"Face","7","2",18.86625,16.89848145
"Face","7","2",19.86625,19.99180827
"Face","7","2",20.86625,25.07637461
"Face","7","2",21.86625,30.98633823
"Face","7","2",22.86625,39.40396573
"Face","7","2",23.86625,48.22211747
"Face","7","2",24.86625,60.72864651
"Face","7","2",25.86625,75.01632395
"Face","7","2",26.86625,87.98511714
"Face","7","2",27.86625,99.42018411
"Face","7","2",28.86625,113.4626767
"Face","7","2",29.86625,128.6157611
"Face","7","2",30.86625,133.2678627
"Face","7","2",31.86625,105.4630752
"Face","7","2",32.86625,69.94740054
"Face","7","2",33.86625,52.05920034
"Face","7","2",34.86625,43.65269917
"Face","7","2",35.86625,36.23398579
"Face","7","2",36.86625,33.32271353
"Face","7","2",37.86625,30.00261359
"Face","7","2",38.86625,28.44862571
"Face","8","1",1.924583333,3.973049454
"Face","8","1",2.924583333,3.433387414
"Face","8","1",3.924583333,3.605354688
"Face","8","1",4.924583333,3.80504622
"Face","8","1",5.924583333,3.832884594
"Face","8","1",6.924583333,4.231432807
"Face","8","1",7.924583333,4.999922074
"Face","8","1",8.924583333,5.182532196
"Face","8","1",9.924583333,5.684193505
"Face","8","1",10.92458333,6.552558569
"Face","8","1",11.92458333,7.698898955
"Face","8","1",12.92458333,8.926219878
"Face","8","1",13.92458333,10.55498997
"Face","8","1",14.92458333,13.10303602
"Face","8","1",15.92458333,16.09441793
"Face","8","1",16.92458333,19.85984176
"Face","8","1",17.92458333,25.45631586
"Face","8","1",18.92458333,31.93762681
"Face","8","1",19.92458333,39.66858644
"Face","8","1",20.92458333,52.09651637
"Face","8","1",21.92458333,65.58818149
"Face","8","1",22.92458333,84.66465682
"Face","8","1",23.92458333,103.6851851
"Face","8","1",24.92458333,123.9123463
"Face","8","1",25.92458333,140.293992
"Face","8","1",26.92458333,150.9536326
"Face","8","1",27.92458333,145.1992846
"Face","8","1",28.92458333,113.9843474
"Face","8","1",29.92458333,76.88436291
"Face","8","1",30.92458333,52.84660288
"Face","8","1",31.92458333,38.47663257
"Face","8","1",32.92458333,30.06063873
"Face","8","1",33.92458333,25.99288475
"Face","8","1",34.92458333,23.34690889
"Face","8","1",35.92458333,22.04337929
"Face","8","1",36.92458333,21.09013572
"Face","8","1",37.92458333,19.70392284
"Face","8","1",38.92458333,18.24563651
"Face","8","2",1.932916667,4.148368144
"Face","8","2",2.932916667,3.873407897
"Face","8","2",3.932916667,3.899384373
"Face","8","2",4.932916667,4.107889888
"Face","8","2",5.932916667,4.198924673
"Face","8","2",6.932916667,4.535784011
"Face","8","2",7.932916667,5.036027875
"Face","8","2",8.932916667,5.204046124
"Face","8","2",9.932916667,5.826661713
"Face","8","2",10.93291667,6.583460065
"Face","8","2",11.93291667,7.64197894
"Face","8","2",12.93291667,8.56593066
"Face","8","2",13.93291667,10.47499143
"Face","8","2",14.93291667,12.5804674
"Face","8","2",15.93291667,15.24613133
"Face","8","2",16.93291667,18.37344078
"Face","8","2",17.93291667,23.79910678
"Face","8","2",18.93291667,29.36424094
"Face","8","2",19.93291667,36.42956613
"Face","8","2",20.93291667,46.13032345
"Face","8","2",21.93291667,60.35713785
"Face","8","2",22.93291667,73.43493915
"Face","8","2",23.93291667,88.66667981
"Face","8","2",24.93291667,106.4794912
"Face","8","2",25.93291667,122.6574963
"Face","8","2",26.93291667,133.3051427
"Face","8","2",27.93291667,137.6804161
"Face","8","2",28.93291667,127.1265673
"Face","8","2",29.93291667,96.460004
"Face","8","2",30.93291667,68.5800499
"Face","8","2",31.93291667,48.33151897
"Face","8","2",32.93291667,36.84051098
"Face","8","2",33.93291667,30.76068824
"Face","8","2",34.93291667,27.40722429
"Face","8","2",35.93291667,24.41512465
"Face","8","2",36.93291667,22.73265382
"Face","8","2",37.93291667,21.05995495
"Face","8","2",38.93291667,18.24563651
"Face","9","1",1.358,2.814
"Face","9","1",2.358,2.654
"Face","9","1",3.358,2.672
"Face","9","1",4.358,2.886
"Face","9","1",5.358,2.627
"Face","9","1",6.358,2.733
"Face","9","1",7.358,2.77
"Face","9","1",8.358,2.932
"Face","9","1",9.358,2.76
"Face","9","1",10.358,3.133
"Face","9","1",11.358,3.187
"Face","9","1",12.358,3.339
"Face","9","1",13.358,3.516
"Face","9","1",14.358,4.186
"Face","9","1",15.358,4.597
"Face","9","1",16.358,5.372
"Face","9","1",17.358,6.198
"Face","9","1",18.358,7.33
"Face","9","1",19.358,8.486
"Face","9","1",20.358,10.338
"Face","9","1",21.358,12.352
"Face","9","1",22.358,14.863
"Face","9","1",23.358,18.528
"Face","9","1",24.358,23.626
"Face","9","1",25.358,28.879
"Face","9","1",26.358,36.435
"Face","9","1",27.358,44.541
"Face","9","1",28.358,54.609
"Face","9","1",29.358,65.457
"Face","9","1",30.358,79.223
"Face","9","1",31.358,96.448
"Face","9","1",32.358,116.345
"Face","9","1",33.358,126.348
"Face","9","1",34.358,137.995
"Face","9","1",35.358,104.316
"Face","9","1",36.358,47.192
"Face","9","1",37.358,36.987
"Face","9","2",1.4,3.363
"Face","9","2",2.4,3.349
"Face","9","2",3.4,3.594
"Face","9","2",4.4,3.503
"Face","9","2",5.4,3.275
"Face","9","2",6.4,3.537
"Face","9","2",7.4,3.433
"Face","9","2",8.4,3.629
"Face","9","2",9.4,3.569
"Face","9","2",10.4,3.817
"Face","9","2",11.4,4.324
"Face","9","2",12.4,4.413
"Face","9","2",13.4,4.912
"Face","9","2",14.4,5.5
"Face","9","2",15.4,6.472
"Face","9","2",16.4,7.151
"Face","9","2",17.4,8.696
"Face","9","2",18.4,10.002
"Face","9","2",19.4,12.46
"Face","9","2",20.4,14.743
"Face","9","2",21.4,18.499
"Face","9","2",22.4,22.971
"Face","9","2",23.4,29.077
"Face","9","2",24.4,36.572
"Face","9","2",25.4,46.502
"Face","9","2",26.4,56.874
"Face","9","2",27.4,68.761
"Face","9","2",28.4,83.18
"Face","9","2",29.4,99.786
"Face","9","2",30.4,124.428
"Face","9","2",31.4,146.364
"Face","9","2",32.4,158.507
"Face","9","2",33.4,118.587
"Face","9","2",34.4,76.779
"Face","9","2",35.4,54.176
"Face","9","2",36.4,43.451
"Face","9","2",37.4,39.567
"Face","9","2",38.4,39.1
"Face","9","3",1.441,3.348
"Face","9","3",2.441,2.987
"Face","9","3",3.441,3.207
"Face","9","3",4.441,3.402
"Face","9","3",5.441,2.918
"Face","9","3",6.441,3.321
"Face","9","3",7.441,3.444
"Face","9","3",8.441,3.491
"Face","9","3",9.441,3.744
"Face","9","3",10.441,3.77
"Face","9","3",11.441,4.497
"Face","9","3",12.441,4.54
"Face","9","3",13.441,5.276
"Face","9","3",14.441,5.767
"Face","9","3",15.441,6.845
"Face","9","3",16.441,7.844
"Face","9","3",17.441,9.401
"Face","9","3",18.441,11.328
"Face","9","3",19.441,13.835
"Face","9","3",20.441,16.944
"Face","9","3",21.441,22.544
"Face","9","3",22.441,27.202
"Face","9","3",23.441,34.854
"Face","9","3",24.441,43.99
"Face","9","3",25.441,55.016
"Face","9","3",26.441,66.987
"Face","9","3",27.441,79.702
"Face","9","3",28.441,97.741
"Face","9","3",29.441,118.491
"Face","9","3",30.441,145.243
"Face","9","3",31.441,160.491
"Face","9","3",32.441,164.403
"Face","9","3",33.441,85.073
"Face","9","3",34.441,46.717
"Face","9","3",35.441,39.506
"Face","9","3",36.441,39.341
"Face","9","3",37.441,38.307
"Face","9","3",38.441,38.234
"Face","10","1",1.416,3.377
"Face","10","1",2.416,3.019
"Face","10","1",3.416,3.035
"Face","10","1",4.416,3.103
"Face","10","1",5.416,2.937
"Face","10","1",6.416,3.005
"Face","10","1",7.416,3.201
"Face","10","1",8.416,3.179
"Face","10","1",9.416,3.491
"Face","10","1",10.416,3.697
"Face","10","1",11.416,4.155
"Face","10","1",12.416,4.462
"Face","10","1",13.416,5.01
"Face","10","1",14.416,6.028
"Face","10","1",15.416,6.988
"Face","10","1",16.416,8.521
"Face","10","1",17.416,10.146
"Face","10","1",18.416,12.614
"Face","10","1",19.416,15.859
"Face","10","1",20.416,19.956
"Face","10","1",21.416,25.857
"Face","10","1",22.416,33.628
"Face","10","1",23.416,43.051
"Face","10","1",24.416,56.222
"Face","10","1",25.416,68.803
"Face","10","1",26.416,82.134
"Face","10","1",27.416,94.219
"Face","10","1",28.416,113.91
"Face","10","1",29.416,128.764
"Face","10","1",30.416,146.294
